year,player,finish,total_score,prize_money,points,round,score,rows_per_year,winner_ind,prize_money_small
2020,Phil Mickelson,T55,291,26680,6.69,r1_score,69,4,0,6670
2020,Phil Mickelson,T55,291,26680,6.69,r2_score,70,4,0,6670
2020,Phil Mickelson,T55,291,26680,6.69,r3_score,79,4,0,6670
2020,Phil Mickelson,T55,291,26680,6.69,r4_score,73,4,0,6670
2020,Zach Johnson,T51,290,28003,8.22,r1_score,73,4,0,7000.75
2020,Mike Weir,T51,290,28003,8.22,r1_score,71,4,0,7000.75
2020,Zach Johnson,T51,290,28003,8.22,r2_score,71,4,0,7000.75
2020,Mike Weir,T51,290,28003,8.22,r2_score,72,4,0,7000.75
2020,Zach Johnson,T51,290,28003,8.22,r3_score,73,4,0,7000.75
2020,Mike Weir,T51,290,28003,8.22,r3_score,71,4,0,7000.75
2020,Zach Johnson,T51,290,28003,8.22,r4_score,73,4,0,7000.75
2020,Mike Weir,T51,290,28003,8.22,r4_score,76,4,0,7000.75
2020,Jordan Spieth,T46,289,33672,10.77,r1_score,74,4,0,8418
2020,Jordan Spieth,T46,289,33672,10.77,r2_score,70,4,0,8418
2020,Jordan Spieth,T46,289,33672,10.77,r3_score,73,4,0,8418
2020,Jordan Spieth,T46,289,33672,10.77,r4_score,72,4,0,8418
2020,Tiger Woods,T38,287,50600,17.57,r1_score,68,4,0,12650
2020,Tiger Woods,T38,287,50600,17.57,r2_score,71,4,0,12650
2020,Tiger Woods,T38,287,50600,17.57,r3_score,72,4,0,12650
2020,Tiger Woods,T38,287,50600,17.57,r4_score,76,4,0,12650
2020,Adam Scott,T34,286,62100,23.23,r1_score,70,4,0,15525
2020,Adam Scott,T34,286,62100,23.23,r2_score,72,4,0,15525
2020,Adam Scott,T34,286,62100,23.23,r3_score,71,4,0,15525
2020,Adam Scott,T34,286,62100,23.23,r4_score,73,4,0,15525
2020,Charl Schwartzel,T25,284,91713,37.68,r1_score,73,4,0,22928.25
2020,Danny Willett,T25,284,91713,37.68,r1_score,71,4,0,22928.25
2020,Charl Schwartzel,T25,284,91713,37.68,r2_score,71,4,0,22928.25
2020,Danny Willett,T25,284,91713,37.68,r2_score,66,4,0,22928.25
2020,Charl Schwartzel,T25,284,91713,37.68,r3_score,69,4,0,22928.25
2020,Danny Willett,T25,284,91713,37.68,r3_score,74,4,0,22928.25
2020,Charl Schwartzel,T25,284,91713,37.68,r4_score,71,4,0,22928.25
2020,Danny Willett,T25,284,91713,37.68,r4_score,73,4,0,22928.25
2020,Patrick Reed,T10,279,287500,77,r1_score,68,4,0,71875
2020,Patrick Reed,T10,279,287500,77,r2_score,68,4,0,71875
2020,Patrick Reed,T10,279,287500,77,r3_score,71,4,0,71875
2020,Patrick Reed,T10,279,287500,77,r4_score,72,4,0,71875
2020,Bubba Watson,57,292,26450,6.35,r1_score,74,4,0,6612.5
2020,Bubba Watson,57,292,26450,6.35,r2_score,69,4,0,6612.5
2020,Bubba Watson,57,292,26450,6.35,r3_score,71,4,0,6612.5
2020,Bubba Watson,57,292,26450,6.35,r4_score,78,4,0,6612.5
2020,Dustin Johnson,1,268,2070000,600,r1_score,65,4,1,517500
2020,Dustin Johnson,1,268,2070000,600,r2_score,70,4,1,517500
2020,Dustin Johnson,1,268,2070000,600,r3_score,65,4,1,517500
2020,Dustin Johnson,1,268,2070000,600,r4_score,68,4,1,517500
2019,Zach Johnson,T58,293,26335,5.89,r1_score,74,4,0,6583.75
2019,Zach Johnson,T58,293,26335,5.89,r2_score,73,4,0,6583.75
2019,Zach Johnson,T58,293,26335,5.89,r3_score,73,4,0,6583.75
2019,Zach Johnson,T58,293,26335,5.89,r4_score,73,4,0,6583.75
2019,Trevor Immelman,T51,290,28693,8.22,r1_score,74,4,0,7173.25
2019,Trevor Immelman,T51,290,28693,8.22,r2_score,72,4,0,7173.25
2019,Trevor Immelman,T51,290,28693,8.22,r3_score,75,4,0,7173.25
2019,Trevor Immelman,T51,290,28693,8.22,r4_score,69,4,0,7173.25
2019,Patrick Reed,T36,286,55488,19.27,r1_score,73,4,0,13872
2019,Patrick Reed,T36,286,55488,19.27,r2_score,70,4,0,13872
2019,Patrick Reed,T36,286,55488,19.27,r3_score,74,4,0,13872
2019,Patrick Reed,T36,286,55488,19.27,r4_score,69,4,0,13872
2019,Jordan Spieth,T21,283,107956,41.51,r1_score,75,4,0,26989
2019,Jordan Spieth,T21,283,107956,41.51,r2_score,68,4,0,26989
2019,Jordan Spieth,T21,283,107956,41.51,r3_score,69,4,0,26989
2019,Jordan Spieth,T21,283,107956,41.51,r4_score,71,4,0,26989
2019,Dustin Johnson,T2,276,858667,230,r1_score,68,4,0,214666.75
2019,Dustin Johnson,T2,276,858667,230,r2_score,70,4,0,214666.75
2019,Dustin Johnson,T2,276,858667,230,r3_score,70,4,0,214666.75
2019,Dustin Johnson,T2,276,858667,230,r4_score,68,4,0,214666.75
2019,Phil Mickelson,T18,282,161000,53,r1_score,67,4,0,40250
2019,Adam Scott,T18,282,161000,53,r1_score,69,4,0,40250
2019,Phil Mickelson,T18,282,161000,53,r2_score,73,4,0,40250
2019,Adam Scott,T18,282,161000,53,r2_score,68,4,0,40250
2019,Phil Mickelson,T18,282,161000,53,r3_score,70,4,0,40250
2019,Adam Scott,T18,282,161000,53,r3_score,72,4,0,40250
2019,Phil Mickelson,T18,282,161000,53,r4_score,72,4,0,40250
2019,Adam Scott,T18,282,161000,53,r4_score,73,4,0,40250
2019,Bubba Watson,T12,280,225400,64.8,r1_score,72,4,0,56350
2019,Bubba Watson,T12,280,225400,64.8,r2_score,72,4,0,56350
2019,Bubba Watson,T12,280,225400,64.8,r3_score,67,4,0,56350
2019,Bubba Watson,T12,280,225400,64.8,r4_score,69,4,0,56350
2019,Sergio Garcia,CUT,148,,0,r1_score,73,4,0,
2019,Mike Weir,CUT,148,,0,r1_score,72,4,0,
2019,Danny Willett,CUT,148,,0,r1_score,75,4,0,
2019,Charl Schwartzel,CUT,149,,0,r1_score,77,4,0,
2019,Angel Cabrera,CUT,157,,0,r1_score,82,4,0,
2019,Sergio Garcia,CUT,148,,0,r2_score,75,4,0,
2019,Mike Weir,CUT,148,,0,r2_score,76,4,0,
2019,Danny Willett,CUT,148,,0,r2_score,73,4,0,
2019,Charl Schwartzel,CUT,149,,0,r2_score,72,4,0,
2019,Angel Cabrera,CUT,157,,0,r2_score,75,4,0,
2019,Sergio Garcia,CUT,148,,0,r3_score,,4,0,
2019,Mike Weir,CUT,148,,0,r3_score,,4,0,
2019,Danny Willett,CUT,148,,0,r3_score,,4,0,
2019,Charl Schwartzel,CUT,149,,0,r3_score,,4,0,
2019,Angel Cabrera,CUT,157,,0,r3_score,,4,0,
2019,Sergio Garcia,CUT,148,,0,r4_score,,4,0,
2019,Mike Weir,CUT,148,,0,r4_score,,4,0,
2019,Danny Willett,CUT,148,,0,r4_score,,4,0,
2019,Charl Schwartzel,CUT,149,,0,r4_score,,4,0,
2019,Angel Cabrera,CUT,157,,0,r4_score,,4,0,
2019,Tiger Woods,1,275,2070000,600,r1_score,70,4,1,517500
2019,Tiger Woods,1,275,2070000,600,r2_score,68,4,1,517500
2019,Tiger Woods,1,275,2070000,600,r3_score,67,4,1,517500
2019,Tiger Woods,1,275,2070000,600,r4_score,70,4,1,517500
2018,Bubba Watson,T5,279,386375,106,r1_score,73,4,0,96593.75
2018,Bubba Watson,T5,279,386375,106,r2_score,69,4,0,96593.75
2018,Bubba Watson,T5,279,386375,106,r3_score,68,4,0,96593.75
2018,Bubba Watson,T5,279,386375,106,r4_score,69,4,0,96593.75
2018,Zach Johnson,T36,290,55275,22.1,r1_score,70,4,0,13818.75
2018,Phil Mickelson,T36,290,55275,22.1,r1_score,70,4,0,13818.75
2018,Zach Johnson,T36,290,55275,22.1,r2_score,74,4,0,13818.75
2018,Phil Mickelson,T36,290,55275,22.1,r2_score,79,4,0,13818.75
2018,Zach Johnson,T36,290,55275,22.1,r3_score,74,4,0,13818.75
2018,Phil Mickelson,T36,290,55275,22.1,r3_score,74,4,0,13818.75
2018,Zach Johnson,T36,290,55275,22.1,r4_score,72,4,0,13818.75
2018,Phil Mickelson,T36,290,55275,22.1,r4_score,67,4,0,13818.75
2018,Adam Scott,T32,289,63663,25.93,r1_score,75,4,0,15915.75
2018,Tiger Woods,T32,289,63663,25.93,r1_score,73,4,0,15915.75
2018,Adam Scott,T32,289,63663,25.93,r2_score,73,4,0,15915.75
2018,Tiger Woods,T32,289,63663,25.93,r2_score,75,4,0,15915.75
2018,Adam Scott,T32,289,63663,25.93,r3_score,70,4,0,15915.75
2018,Tiger Woods,T32,289,63663,25.93,r3_score,72,4,0,15915.75
2018,Adam Scott,T32,289,63663,25.93,r4_score,71,4,0,15915.75
2018,Tiger Woods,T32,289,63663,25.93,r4_score,69,4,0,15915.75
2018,Dustin Johnson,T10,281,286000,79.5,r1_score,73,4,0,71500
2018,Dustin Johnson,T10,281,286000,79.5,r2_score,68,4,0,71500
2018,Dustin Johnson,T10,281,286000,79.5,r3_score,71,4,0,71500
2018,Dustin Johnson,T10,281,286000,79.5,r4_score,69,4,0,71500
2018,Charl Schwartzel,CUT,150,,0,r1_score,72,4,0,
2018,Danny Willett,CUT,151,,0,r1_score,75,4,0,
2018,Trevor Immelman,CUT,153,,0,r1_score,78,4,0,
2018,Mike Weir,CUT,155,,0,r1_score,76,4,0,
2018,Angel Cabrera,CUT,159,,0,r1_score,76,4,0,
2018,Sergio Garcia,CUT,159,,0,r1_score,81,4,0,
2018,Charl Schwartzel,CUT,150,,0,r2_score,78,4,0,
2018,Danny Willett,CUT,151,,0,r2_score,76,4,0,
2018,Trevor Immelman,CUT,153,,0,r2_score,75,4,0,
2018,Mike Weir,CUT,155,,0,r2_score,79,4,0,
2018,Angel Cabrera,CUT,159,,0,r2_score,83,4,0,
2018,Sergio Garcia,CUT,159,,0,r2_score,78,4,0,
2018,Charl Schwartzel,CUT,150,,0,r3_score,,4,0,
2018,Danny Willett,CUT,151,,0,r3_score,,4,0,
2018,Trevor Immelman,CUT,153,,0,r3_score,,4,0,
2018,Mike Weir,CUT,155,,0,r3_score,,4,0,
2018,Angel Cabrera,CUT,159,,0,r3_score,,4,0,
2018,Sergio Garcia,CUT,159,,0,r3_score,,4,0,
2018,Charl Schwartzel,CUT,150,,0,r4_score,,4,0,
2018,Danny Willett,CUT,151,,0,r4_score,,4,0,
2018,Trevor Immelman,CUT,153,,0,r4_score,,4,0,
2018,Mike Weir,CUT,155,,0,r4_score,,4,0,
2018,Angel Cabrera,CUT,159,,0,r4_score,,4,0,
2018,Sergio Garcia,CUT,159,,0,r4_score,,4,0,
2018,Jordan Spieth,3,275,748000,210,r1_score,66,4,0,187000
2018,Jordan Spieth,3,275,748000,210,r2_score,74,4,0,187000
2018,Jordan Spieth,3,275,748000,210,r3_score,71,4,0,187000
2018,Jordan Spieth,3,275,748000,210,r4_score,64,4,0,187000
2018,Patrick Reed,1,273,1980000,600,r1_score,69,4,1,495000
2018,Patrick Reed,1,273,1980000,600,r2_score,66,4,1,495000
2018,Patrick Reed,1,273,1980000,600,r3_score,67,4,1,495000
2018,Patrick Reed,1,273,1980000,600,r4_score,71,4,1,495000
2017,Adam Scott,T9,286,308000,85,r1_score,75,4,0,77000
2017,Adam Scott,T9,286,308000,85,r2_score,69,4,0,77000
2017,Adam Scott,T9,286,308000,85,r3_score,69,4,0,77000
2017,Adam Scott,T9,286,308000,85,r4_score,73,4,0,77000
2017,Phil Mickelson,T22,290,105600,42.27,r1_score,71,4,0,26400
2017,Phil Mickelson,T22,290,105600,42.27,r2_score,73,4,0,26400
2017,Phil Mickelson,T22,290,105600,42.27,r3_score,74,4,0,26400
2017,Phil Mickelson,T22,290,105600,42.27,r4_score,72,4,0,26400
2017,Jordan Spieth,T11,287,233200,68.4,r1_score,75,4,0,58300
2017,Jordan Spieth,T11,287,233200,68.4,r2_score,69,4,0,58300
2017,Jordan Spieth,T11,287,233200,68.4,r3_score,68,4,0,58300
2017,Jordan Spieth,T11,287,233200,68.4,r4_score,75,4,0,58300
2017,Zach Johnson,CUT,151,,0,r1_score,77,4,0,
2017,Danny Willett,CUT,151,,0,r1_score,73,4,0,
2017,Bubba Watson,CUT,152,,0,r1_score,74,4,0,
2017,Patrick Reed,CUT,153,,0,r1_score,76,4,0,
2017,Angel Cabrera,CUT,154,,0,r1_score,79,4,0,
2017,Trevor Immelman,CUT,155,,0,r1_score,79,4,0,
2017,Mike Weir,CUT,155,,0,r1_score,76,4,0,
2017,Zach Johnson,CUT,151,,0,r2_score,74,4,0,
2017,Danny Willett,CUT,151,,0,r2_score,78,4,0,
2017,Bubba Watson,CUT,152,,0,r2_score,78,4,0,
2017,Patrick Reed,CUT,153,,0,r2_score,77,4,0,
2017,Angel Cabrera,CUT,154,,0,r2_score,75,4,0,
2017,Trevor Immelman,CUT,155,,0,r2_score,76,4,0,
2017,Mike Weir,CUT,155,,0,r2_score,79,4,0,
2017,Zach Johnson,CUT,151,,0,r3_score,,4,0,
2017,Danny Willett,CUT,151,,0,r3_score,,4,0,
2017,Bubba Watson,CUT,152,,0,r3_score,,4,0,
2017,Patrick Reed,CUT,153,,0,r3_score,,4,0,
2017,Angel Cabrera,CUT,154,,0,r3_score,,4,0,
2017,Trevor Immelman,CUT,155,,0,r3_score,,4,0,
2017,Mike Weir,CUT,155,,0,r3_score,,4,0,
2017,Zach Johnson,CUT,151,,0,r4_score,,4,0,
2017,Danny Willett,CUT,151,,0,r4_score,,4,0,
2017,Bubba Watson,CUT,152,,0,r4_score,,4,0,
2017,Patrick Reed,CUT,153,,0,r4_score,,4,0,
2017,Angel Cabrera,CUT,154,,0,r4_score,,4,0,
2017,Trevor Immelman,CUT,155,,0,r4_score,,4,0,
2017,Mike Weir,CUT,155,,0,r4_score,,4,0,
2017,Charl Schwartzel,3,282,748000,210,r1_score,74,4,0,187000
2017,Charl Schwartzel,3,282,748000,210,r2_score,72,4,0,187000
2017,Charl Schwartzel,3,282,748000,210,r3_score,68,4,0,187000
2017,Charl Schwartzel,3,282,748000,210,r4_score,68,4,0,187000
2017,Sergio Garcia,1,279,1980000,600,r1_score,71,4,1,495000
2017,Sergio Garcia,1,279,1980000,600,r2_score,69,4,1,495000
2017,Sergio Garcia,1,279,1980000,600,r3_score,70,4,1,495000
2017,Sergio Garcia,1,279,1980000,600,r4_score,69,4,1,495000
2016,Patrick Reed,T49,300,27467,21,r1_score,76,4,0,6866.75
2016,Patrick Reed,T49,300,27467,21,r2_score,73,4,0,6866.75
2016,Patrick Reed,T49,300,27467,21,r3_score,75,4,0,6866.75
2016,Patrick Reed,T49,300,27467,21,r4_score,76,4,0,6866.75
2016,Adam Scott,T42,299,37000,26,r1_score,76,4,0,9250
2016,Adam Scott,T42,299,37000,26,r2_score,72,4,0,9250
2016,Adam Scott,T42,299,37000,26,r3_score,75,4,0,9250
2016,Adam Scott,T42,299,37000,26,r4_score,76,4,0,9250
2016,Dustin Johnson,T4,287,413333,126.67,r1_score,73,4,0,103333.25
2016,Dustin Johnson,T4,287,413333,126.67,r2_score,71,4,0,103333.25
2016,Dustin Johnson,T4,287,413333,126.67,r3_score,72,4,0,103333.25
2016,Dustin Johnson,T4,287,413333,126.67,r4_score,71,4,0,103333.25
2016,Bubba Watson,T37,297,50250,33.5,r1_score,75,4,0,12562.5
2016,Bubba Watson,T37,297,50250,33.5,r2_score,75,4,0,12562.5
2016,Bubba Watson,T37,297,50250,33.5,r3_score,76,4,0,12562.5
2016,Bubba Watson,T37,297,50250,33.5,r4_score,71,4,0,12562.5
2016,Sergio Garcia,T34,296,56500,36,r1_score,69,4,0,14125
2016,Sergio Garcia,T34,296,56500,36,r2_score,75,4,0,14125
2016,Sergio Garcia,T34,296,56500,36,r3_score,81,4,0,14125
2016,Sergio Garcia,T34,296,56500,36,r4_score,71,4,0,14125
2016,Angel Cabrera,T24,294,89000,45,r1_score,73,4,0,22250
2016,Angel Cabrera,T24,294,89000,45,r2_score,73,4,0,22250
2016,Angel Cabrera,T24,294,89000,45,r3_score,73,4,0,22250
2016,Angel Cabrera,T24,294,89000,45,r4_score,75,4,0,22250
2016,Jordan Spieth,T2,286,880000,270,r1_score,66,4,0,220000
2016,Jordan Spieth,T2,286,880000,270,r2_score,74,4,0,220000
2016,Jordan Spieth,T2,286,880000,270,r3_score,73,4,0,220000
2016,Jordan Spieth,T2,286,880000,270,r4_score,73,4,0,220000
2016,Trevor Immelman,CUT,151,,0,r1_score,77,4,0,
2016,Phil Mickelson,CUT,151,,0,r1_score,72,4,0,
2016,Zach Johnson,CUT,152,,0,r1_score,72,4,0,
2016,Charl Schwartzel,CUT,152,,0,r1_score,76,4,0,
2016,Mike Weir,CUT,154,,0,r1_score,76,4,0,
2016,Trevor Immelman,CUT,151,,0,r2_score,74,4,0,
2016,Phil Mickelson,CUT,151,,0,r2_score,79,4,0,
2016,Zach Johnson,CUT,152,,0,r2_score,80,4,0,
2016,Charl Schwartzel,CUT,152,,0,r2_score,76,4,0,
2016,Mike Weir,CUT,154,,0,r2_score,78,4,0,
2016,Trevor Immelman,CUT,151,,0,r3_score,,4,0,
2016,Phil Mickelson,CUT,151,,0,r3_score,,4,0,
2016,Zach Johnson,CUT,152,,0,r3_score,,4,0,
2016,Charl Schwartzel,CUT,152,,0,r3_score,,4,0,
2016,Mike Weir,CUT,154,,0,r3_score,,4,0,
2016,Trevor Immelman,CUT,151,,0,r4_score,,4,0,
2016,Phil Mickelson,CUT,151,,0,r4_score,,4,0,
2016,Zach Johnson,CUT,152,,0,r4_score,,4,0,
2016,Charl Schwartzel,CUT,152,,0,r4_score,,4,0,
2016,Mike Weir,CUT,154,,0,r4_score,,4,0,
2016,Danny Willett,1,283,1800000,0,r1_score,70,4,1,450000
2016,Danny Willett,1,283,1800000,0,r2_score,74,4,1,450000
2016,Danny Willett,1,283,1800000,0,r3_score,72,4,1,450000
2016,Danny Willett,1,283,1800000,0,r4_score,67,4,1,450000
2015,Zach Johnson,T9,280,270000,82.33,r1_score,72,4,0,67500
2015,Zach Johnson,T9,280,270000,82.33,r2_score,72,4,0,67500
2015,Zach Johnson,T9,280,270000,82.33,r3_score,68,4,0,67500
2015,Zach Johnson,T9,280,270000,82.33,r4_score,68,4,0,67500
2015,Dustin Johnson,T6,279,335000,101.33,r1_score,70,4,0,83750
2015,Dustin Johnson,T6,279,335000,101.33,r2_score,67,4,0,83750
2015,Dustin Johnson,T6,279,335000,101.33,r3_score,73,4,0,83750
2015,Dustin Johnson,T6,279,335000,101.33,r4_score,69,4,0,83750
2015,Charl Schwartzel,T38,289,40000,29.5,r1_score,71,4,0,10000
2015,Adam Scott,T38,289,40000,29.5,r1_score,72,4,0,10000
2015,Bubba Watson,T38,289,40000,29.5,r1_score,71,4,0,10000
2015,Danny Willett,T38,289,40000,0,r1_score,71,4,0,10000
2015,Charl Schwartzel,T38,289,40000,29.5,r2_score,70,4,0,10000
